Line #,Key,en Version,ka Translation
353,ka.mongoid.hints.time_series_question.notes,Any special notes about the question,სპეციფიკური შენიშვნა შეკითხვასთან დაკავშირებით
354,ka.mongoid.hints.time_series_group.title,The group name will appear in the codebook and on the explore page in the question drop-down lists,"ჯგუფის სახელწოდება გამოჩნდება კოდირების დოკუმენტში, მონაცემების გვერდზე და შეკითხვების ჩამოსაშლელ ჩამონათვალში "
355,ka.mongoid.hints.time_series_group.description,"The group description will appear in the codebook, on the explore page in the question drop-down lists and the chart titles, if desired.","ჯგუფის აღწერა გამოჩნდება კოდირების დოკუმენტში, მონაცემების გვერდზე, შეკითხვების ჩამოსაშლელ ჩამონათვალში და დიაგრამების სათაურებში, სურვილის შემთხვევაში. "
356,ka.mongoid.hints.time_series_group.include_in_charts,"If selected, the group description will appear in the title of the charts. The Description will then be required.",მონიშვნის შემთხვევაში ჯგუფის აღწერა გამოჩნდება დიაგრამების სათაურებში. ამ შემთხვევაში აღწერა სავალდებულოა.
357,ka.mongoid.hints.time_series_group.codes,Select the questions that belong in this group,"მონიშნეთ შეკითხვები, რომლებიც ამ ჯგუფს მიეკუთვნებიან "
358,ka.mongoid.hints.time_series_group.parent_id,Use this to indicate that this group belongs to another group,"გამოიყენეთ იმის საჩვენებლად, რომ ეს ჯგუფი სხვა ჯგუფს ეკუთვნის"
359,ka.mongoid.hints.time_series_weight.dataset_id,The dataset that contains the question with the weight values,"მონაცემები, რომელიც შეიცავს შეკითხვას შეწონვის მნიშვნელობებით"
360,ka.mongoid.hints.time_series_weight.code,The question that contains the weight values,"შეკითხვა, რომელიც შეიცავს შეწონვის მნიშვნელობებს"
361,ka.mongoid.hints.time_series_weight.text,"A label for the weight - this will be visible to the public during analysis (e.g., Individual, Household, etc)","აღნიშვნა შეწონვისთვის - იქნება საჯარო ანალიზის დროს (მაგ., ინდივიდი, შინამეურნეობა, ა.შ.) "
362,ka.mongoid.hints.time_series_weight.is_default,"If selected, this will be the weight that is applied to all questions during analysis by default if no weight is indicated","მონიშვნის შემთხვევაში ეს შეწონვა მიემართება ყველა შეკითხვას ანალიზის დროს, თუ შეწონვა არ იქნება მითითებული"
363,ka.mongoid.hints.time_series_weight.applies_to_all,"If selected, all questions will be assigned to this weight",მონიშვნის შემთხვევაში ყველა შეკითხვას მიენიჭება ეს შეწონვა
364,ka.mongoid.hints.time_series_weight.codes,Select the questions that you want to have this weight applied to,"მონიშნეთ შეკითხვები, რომელთაც გინდათ მიანიჭოთ ეს შეწონვა"
365,ka.mongoid.hints.time_series_weight_assignment.code_unique_id,Select the question from each dataset that contains the unique ID of the responders. This ID will be used to assign the weight to the correct responses in each dataset.,"მონიშნეთ შეკითხვა მონაცემებიდან, რომელიც შეიცავს მოპასუხეთა უნიკალურ ID-ს. ID გამოყენებულ იქნება მონაცემებში სწორი პასუხებისთვის შეწონვის გასაკეთებლად. "
366,ka.mongoid.hints.time_series_dataset_question.text,"Only questions from the dataset that are not already assigned to this time series will be shown. When you select a new question, the list of answers for this dataset below will automatically change.","მონაცემებიდან მხოლოდ ის შეკითხვები იქნება ნაჩვენები, რომლებიც არ არიან მიკუთვნებულნი ამ პერიოდულ შედარებას. როდესაც ირჩევთ ახალ შეკითხვას, ამ მონაცემების პასუხების ჩამონათვალი ავტომატურად შეიცვლება."
367,ka.mongoid.hints.time_series_dataset_question.notes,Any special notes about the question,სპეციფიკური შენიშვნა შეკითხვასთან დაკავშირებით
368,ka.mongoid.hints.time_series_answer.value,The value of the answer,პასუხის მნიშვნელობა
369,ka.mongoid.hints.time_series_answer.text,The text of the answer,პასუხის ტექსტი
370,ka.mongoid.hints.time_series_answer.can_exclude,"If selected, this answer will be available during analysis, but can be turned off if desired by the user.","მონიშვნის შემთხვევაში ეს პასუხი ხელმისაწვდომი იქნება ანალიზის დროს, მაგრამ შესაძლებელი იქნება მისი გამორთვა მომხმარებლის სურვილის შემთხვევაში."
371,ka.mongoid.hints.time_series_answer.sort_order,The order the answers should appear,პასუხების გამოჩენის თანმიმდევრობა
372,ka.mongoid.hints.time_series_answer.default_text,This is the answer text from the default language which is provided to make it easier to complete the translation,"ეს არის პასუხის ტექსტი მთავარი ენიდან, რომელიც მოწოდებულია რათა თარგმანის გასაადვილებლად"
373,ka.mongoid.hints.time_series_answer.dataset,The possible answers for the question selected from this dataset,ამ მონაცემებიდან აღებული შეკითხვის  სავარაუდო პასუხები
374,ka.mongoid.hints.page_content.name,Unique name for content (do not change!),კონტენტის უნიკალური სახელი (არ შეცვალოთ!)
375,ka.mongoid.hints.page_content.title,Title to show above content,"სათაური, რომელიც გამოჩნდება კონტენტის ზემოთ"
376,ka.mongoid.hints.page_content.content,Content to be shown on page,გვერდზე გამოსაჩენი კონტენტი
377,ka.mongoid.hints.api_version.permalink,"Abbreviated Name Used in URL (e.g., v1)","URL-ში გამოყენებული აბრევიატურა (მაგ., v1)"
378,ka.mongoid.hints.api_version.title,Title of the API Version,API ვერსიის სახელწოდება
379,ka.mongoid.hints.api_version.public,Select 'Yes' to make the API documentation available to the world,"მონიშნეთ 'დიახ', რათა API საჯაროდ ხელმისაწვდომი გახდეს "
380,ka.mongoid.hints.api_method.permalink,"Abbreviated Name Used in URL (e.g., v1)","URL-ში გამოყენებული აბრევიატურა (მაგ., v1)"
381,ka.mongoid.hints.api_method.title,Title of API Method,API მეთოდის სახელწოდება
382,ka.mongoid.hints.api_method.content,Explanation of how to use the API Method,API მეთოდის გამოყენების ახსნა
383,ka.mongoid.hints.api_method.public,Select 'Yes' to make the API Method documentation available to the world,მონიშნეთ 'დიახ' API მეთოდის დოკუმენტაციის საქვეყნოდ ხელმისაწვდომობისთვის
384,ka.mongoid.hints.api_method.sort_order,The order the API methods should appear,API მეთოდის გამოჩენის თანმიმდევრობა
385,ka.mongoid.hints.category.name,Name of category,კატეგორიის სახელი
386,ka.mongoid.hints.category.permalink,This text needs to match the name of the icon image file,ეს ტექსტი უნდა იყოს გამოსახულების სახელის იდენტური
387,ka.mongoid.hints.category.sort_order,The order the categories should appear,კატეგორიების გამოჩენის თანმიმდევრობა
388,ka.mongoid.hints.help_section.permalink,"Abbreviated Name Used in URL (e.g., datasets)","Abbreviated Name Used in URL (e.g., datasets)"
389,ka.mongoid.hints.help_section.title,Title of the Guide Book,Title of the Guide Book
390,ka.mongoid.hints.help_section.summary,A brief summary of this Guide Book,A brief summary of this Guide Book
391,ka.mongoid.hints.help_section.public,Select 'Yes' to make the Guide Book available to the world,Select 'Yes' to make the Guide Book available to the world
392,ka.mongoid.hints.help_section.sort_order,The order the Guide Books should appear,The order the Guide Books should appear
393,ka.mongoid.hints.help_section.parent_id,"A Guide Book can belong to another Guide Book. If no Parent Guide Book is selected, then this Guide Book will appear at the root level.","A Guide Book can belong to another Guide Book. If no Parent Guide Book is selected, then this Guide Book will appear at the root level."
394,ka.mongoid.hints.help_section.for_admin_only,Select 'Yes' to make the Guide Book limited to just Admins,Select 'Yes' to make the Guide Book limited to just Admins
395,ka.mongoid.hints.help_page.permalink,"Abbreviated Name Used in URL (e.g., datasets)","Abbreviated Name Used in URL (e.g., datasets)"
396,ka.mongoid.hints.help_page.title,Title of the Guide,Title of the Guide
397,ka.mongoid.hints.help_page.summary,A brief summary of this guide that will appear on the Guide Book page. This text will not appear on the Guide page.,A brief summary of this guide that will appear on the Guide Book page. This text will not appear on the Guide page.
398,ka.mongoid.hints.help_page.public,Select 'Yes' to make the Guide available to the world,Select 'Yes' to make the Guide available to the world
399,ka.mongoid.hints.help_page.sort_order,The order the Guides should appear within the Guide Book,The order the Guides should appear within the Guide Book
400,ka.mongoid.hints.help_page.help_section_id,The Guide Book that this Guide will appear under,The Guide Book that this Guide will appear under
401,ka.mongoid.hints.help_page.show_in_subnavbar,Select 'Yes' to make a link to the Guide appear in the sub-navbar,Select 'Yes' to make a link to the Guide appear in the sub-navbar
402,ka.mongoid.hints.help_page_assignment.controller,"The controller name. If the controller is under the Admin section, use: 'admin/controller_name'.","The controller name. If the controller is under the Admin section, use: 'admin/controller_name'."
403,ka.mongoid.hints.help_page_assignment.action,The action name.,The action name.
404,ka.mongoid.hints.help_page_assignment.http_method,"GET, POST, PUT, PATCH, DELETE","GET, POST, PUT, PATCH, DELETE"
405,ka.errors.messages.required_field,is a required field.,სავალდებულო ველი
406,ka.errors.messages.already_exists,already exists in the database.,უკვე არსებობს მონაცემთა ბაზაში
407,ka.errors.messages.translation_default_lang,%{field_name} for Default Language '%{language}' %{msg},%{field_name} ძირითადი ენისთვის '%{language}' %{msg}
408,ka.errors.messages.translation_any_lang,%{field_name} for Language '%{language}' %{msg},%{field_name} ენისთვის '%{language}' %{msg}
409,ka.errors.messages.invalid_language,'%{lang_locale}' is not a valid language locale,%{lang_locale}' არ არის ვალიდური ენა
410,ka.errors.messages.dataset_length,At least two datasets are needed for a time series to be saved.,პერიოდული შედარების შესანახად სულ მცირე მონაცემთა ორი ცხრილია საჭირო
411,ka.errors.messages.missing_questions,At least one questions must be selected for a group to be saved.,ჯგუფის შესანახად სულ მცირე ერთი შეკითხვა უნდა იყოს არჩეული
412,ka.mass_uploads_msgs.bad_headers,The headers in the file do not match the headers from the template so it is not possible to determine what each column of data is. Please download the question template file and use the headers from that file.,"ფაილში სვეტების სახელები არ ემთხვევა ნიმუშის სვეტების სახელებს. გთხოვთ, ჩამოტვირთეთ შეკითხვის ნიმუშის ფაილი და გამოიყენეთ მისი სვეტების სახელები. "
413,ka.mass_uploads_msgs.missing_code,Row %{n}: Could not find question with code '%{code}',რიგი %{n}: ამ კოდით შეკითხვა არ მოიძებნა '%{code}'
414,ka.mass_uploads_msgs.questions.not_save,Row %{n}: Could not save question: %{msg},რიგი %{n}: შეკითხვის შენახვა შეუძლებელია: %{msg}
415,ka.mass_uploads_msgs.answers.missing_answer,Row %{n}: Could not find answer with value '%{value}' for question with code '%{code}',რიგი %{n}: პასუხის მნიშვნელობის მოძებნა შეუძლებელია '%{value}' შეკითხვისთვის ამ კოდით '%{code}'
416,ka.mass_uploads_msgs.answers.not_save,Row %{n}: Could not save answer: %{msg},რიგი %{n}: პასუხის შენახვა შეუძლებელია: %{msg}
417,ka.publish_status.public,Public,საჯარო
418,ka.publish_status.private,Private,კერძო
419,ka.tabbed_translation_form.default_text,Default Text,ძირითადი ტექსტი
420,ka.tabbed_translation_form.default_url,Default URL,ძირითადი URL
421,ka.explore_time_series.v1.na,N/A,არ არის ხელმისაწვდომი
422,ka.explore_time_series.v1.percent,Percent (%),პროცენტი (%)
423,ka.explore_time_series.v1.single.html.title,'<span class='code-highlight'>%{code}</span> - %{variable}','<span class='code-highlight'>%{code}</span> - %{variable}'
424,ka.explore_time_series.v1.single.html.title_filter,<br /> <span class='title-highlight'>filtered by:</span> <br /> '<span class='code-highlight'>%{code}</span> - %{variable}',<br /> <span class='title-highlight'>გაფილტრულია:</span> <br /> '<span class='code-highlight'>%{code}</span> - %{variable}'
425,ka.explore_time_series.v1.single.html.title_filter_value,<br /> <span class='title-highlight'>filtered by:</span> <br /> '<span class='code-highlight'>%{code}</span> - %{variable} = <span class='code-highlight'>%{value}</span>',<br /> <span class='title-highlight'>გაფილტრულია:</span> <br /> '<span class='code-highlight'>%{code}</span> - %{variable} = %{value}'
426,ka.explore_time_series.v1.single.text.title,'%{code} - %{variable}','%{code} - %{variable}'
427,ka.explore_time_series.v1.single.text.title_filter, filtered by: '%{code} - %{variable}',გაფილტრულია: '%{code} - %{variable}'
428,ka.explore_time_series.v1.single.text.title_filter_value, filtered by: '%{code} - %{variable} = %{value}',გაფილტრულია: '%{code} - %{variable} = %{value}'
429,ka.explore_time_series.v1.subtitle.html.title,Total Responses: <span class='number'>%{num}</span>,მთლიანი გამოხმაურება: %{num}
430,ka.explore_time_series.v1.subtitle.html.title_filter,Total Responses Filtered by Answers to '<span class='number'>%{code}</span> - %{variable}': %{nums},პასუხების მიერ გაფილტრული მთლიანი გამოხმაურებები %{code} - %{variable}: %{nums}
431,ka.explore_time_series.v1.subtitle.text.title,Total Responses: %{num},მთლიანი პასუხები: %{num}
432,ka.explore_time_series.v1.subtitle.text.title_filter,Total Responses Filtered by Answers to '%{code} - %{variable}': %{nums},პასუხების მიერ გაფილტრული მთლიანი გამოხმაურებები %{code} - %{variable}: %{nums}
433,ka.explore_time_series.v2.na,N/A,არ არის ხელმისაწვდომი
434,ka.explore_time_series.v2.percent,Percent (%),პროცენტი (%)
435,ka.explore_time_series.v2.group.html.title,<span class='group-highlight'>%{text}</span> ,<span class='group-highlight'>%{text}</span>
436,ka.explore_time_series.v2.group.text.title,%{text},%{text}
437,ka.explore_time_series.v2.subgroup.html.title,<span class='subgroup-highlight'>%{text}</span> ,<span class='subgroup-highlight'>%{text}</span>
438,ka.explore_time_series.v2.subgroup.text.title,%{text},%{text}
439,ka.explore_time_series.v2.single.html.title,'<span class='code-highlight'>%{code}</span> - %{group}%{variable}',<span class='code-highlight'>%{code}</span> - %{group}%{variable}'
440,ka.explore_time_series.v2.single.html.title_filter,<br /> <span class='title-highlight'>filtered by:</span> <br /> '<span class='code-highlight'>%{code}</span> - %{group}%{variable}',<br /> <span class='title-highlight'>გაფილტრულია:</span> <br /> '<span class='code-highlight'>%{code}</span> - %{group}%{variable}'-ის მიხედვით
441,ka.explore_time_series.v2.single.html.title_filter_value,<br /> <span class='title-highlight'>filtered by:</span> <br /> '<span class='code-highlight'>%{code}</span> - %{group}%{variable} = <span class='code-highlight'>%{value}</span>',<br /> <span class='title-highlight'>გაფილტრულია:</span> <br /> '<span class='code-highlight'>%{code}</span> - %{group}%{variable} = <span class='code-highlight'>%{value}</span>'-ის მიხედვით
442,ka.explore_time_series.v2.single.text.title,'%{code} - %{group} %{variable}',%{code} - %{group} %{variable}'
443,ka.explore_time_series.v2.single.text.title_filter,", filtered by: '%{code} - %{group} %{variable}'",", გაფილტრულია: '%{code} - %{variable}'-ის მიხედვით"
444,ka.explore_time_series.v2.single.text.title_filter_value,", filtered by: '%{code} - %{group} %{variable} = %{value}'",", გაფილტრულია: '%{code} - %{group} %{variable} = %{value}'-ის მიხედვით"
445,ka.explore_time_series.v2.subtitle.html.title,Total Responses: <br />%{x_of_y},პასუხების ჯამური რაოდენობა: <br />%{x_of_y}
446,ka.explore_time_series.v2.subtitle.html.title_x_of_y,%{dataset}: <span class='number'>%{num}</span> out of %{total},%{dataset}: <span class='number'>%{num}</span> %{total}-დან
447,ka.explore_time_series.v2.subtitle.html.title_filter,Total Responses <br />(out of a possible: %{totals}): <br />%{nums},პასუხების ჯამური რაოდენობა <br />(%{totals} შესაძლებლიდან): <br />%{nums}
448,ka.explore_time_series.v2.subtitle.html.title_weighted,Unweighted Total Responses<span class='footnote-flag'>*</span>: <br />%{x_of_y},შეუწონელი პასუხების ჯამური რაოდენობა<span class='footnote-flag'>*</span>: <br />%{x_of_y}
449,ka.explore_time_series.v2.subtitle.html.title_filter_weighted,Unweighted Total Responses<span class='footnote-flag'>*</span> <br />(out of a possible: %{totals}): <br />%{nums},შეუწონელი პასუხების ჯამური რაოდენობა<span class='footnote-flag'>*</span> <br />(%{totals} შესაძლებლიდან): <br />%{nums}
450,ka.explore_time_series.v2.subtitle.text.title,Total Responses: %{x_of_y},პასუხების ჯამური რაოდენობა: %{x_of_y}
451,ka.explore_time_series.v2.subtitle.text.title_x_of_y,%{dataset}: %{num} out of %{total},%{dataset}: %{num} %{total}-დან
452,ka.explore_time_series.v2.subtitle.text.title_filter,Total Responses: %{nums},პასუხების ჯამური რაოდენობა: %{nums}
453,ka.explore_time_series.v2.subtitle.text.title_weighted,Unweighted Total Responses*: %{x_of_y},შეუწონელი პასუხების ჯამური რაოდენობა*: %{x_of_y}
454,ka.explore_time_series.v2.subtitle.text.title_filter_weighted,Unweighted Total Responses* (out of a possible: %{totals}): %{nums},შეუწონელი პასუხების ჯამური რაოდენობა* (%{totals} შესაძლებლიდან): %{nums}
455,ka.explore_time_series.v3.na,N/A,არ არის ხელმისაწვდომი
456,ka.explore_time_series.v3.percent,Percent (%),პროცენტი (%)
457,ka.explore_time_series.v3.group.html.title,<span class='group-highlight'>%{text}</span> ,<span class='group-highlight'>%{text}</span> 
458,ka.explore_time_series.v3.group.text.title,%{text},%{text}
459,ka.explore_time_series.v3.subgroup.html.title,<span class='subgroup-highlight'>%{text}</span> ,<span class='subgroup-highlight'>%{text}</span> 
460,ka.explore_time_series.v3.subgroup.text.title,%{text},%{text}
461,ka.explore_time_series.v3.single.html.title,'<span class='code-highlight'>%{code}</span> - %{group}%{variable}',<span class='code-highlight'>%{code}</span> - %{group}%{variable}'
462,ka.explore_time_series.v3.single.html.title_filter,<br /> <span class='title-highlight'>filtered by:</span> <br /> '<span class='code-highlight'>%{code}</span> - %{group}%{variable}',<br /> <span class='title-highlight'>გაფილტრულია:</span> <br /> '<span class='code-highlight'>%{code}</span> - %{group}%{variable}'-ის მიხედვით
463,ka.explore_time_series.v3.single.html.title_filter_value,<br /> <span class='title-highlight'>filtered by:</span> <br /> '<span class='code-highlight'>%{code}</span> - %{group}%{variable} = <span class='code-highlight'>%{value}</span>',<br /> <span class='title-highlight'>გაფილტრულია:</span> <br /> '<span class='code-highlight'>%{code}</span> - %{group}%{variable} = <span class='code-highlight'>%{value}</span>'-ის მიხედვით
464,ka.explore_time_series.v3.single.text.title,'%{code} - %{group} %{variable}',%{code} - %{group} %{variable}'
465,ka.explore_time_series.v3.single.text.title_filter,", filtered by: '%{code} - %{group} %{variable}'",", გაფილტრულია: '%{code} - %{variable}'-ის მიხედვით"
466,ka.explore_time_series.v3.single.text.title_filter_value,", filtered by: '%{code} - %{group} %{variable} = %{value}'",", გაფილტრულია: '%{code} - %{group} %{variable} = %{value}'-ის მიხედვით"
467,ka.explore_time_series.v3.subtitle.html.title,Total Responses: <br />%{x_of_y},პასუხების ჯამური რაოდენობა: <br />%{x_of_y}
468,ka.explore_time_series.v3.subtitle.html.title_x_of_y,%{dataset}: <span class='number'>%{num}</span> out of %{total},%{dataset}: <span class='number'>%{num}</span> %{total}-დან
469,ka.explore_time_series.v3.subtitle.html.title_filter,Total Responses <br />(out of a possible: %{totals}): <br />%{nums},პასუხების ჯამური რაოდენობა <br />(%{totals} შესაძლებლიდან): <br />%{nums}
470,ka.explore_time_series.v3.subtitle.html.title_weighted,Unweighted Total Responses<span class='footnote-flag'>*</span>: <br />%{x_of_y},შეუწონელი პასუხების ჯამური რაოდენობა<span class='footnote-flag'>*</span>: <br />%{x_of_y}
471,ka.explore_time_series.v3.subtitle.html.title_filter_weighted,Unweighted Total Responses<span class='footnote-flag'>*</span> <br />(out of a possible: %{totals}): <br />%{nums},შეუწონელი პასუხების ჯამური რაოდენობა<span class='footnote-flag'>*</span> <br />(%{totals} შესაძლებლიდან): <br />%{nums}
472,ka.explore_time_series.v3.subtitle.text.title,Total Responses: %{x_of_y},პასუხების ჯამური რაოდენობა: %{x_of_y}
473,ka.explore_time_series.v3.subtitle.text.title_x_of_y,%{dataset}: %{num} out of %{total},%{dataset}: %{num} %{total}-დან
474,ka.explore_time_series.v3.subtitle.text.title_filter,Total Responses: %{nums},პასუხების ჯამური რაოდენობა: %{nums}
475,ka.explore_time_series.v3.subtitle.text.title_weighted,Unweighted Total Responses*: %{x_of_y},შეუწონელი პასუხების ჯამური რაოდენობა*: %{x_of_y}
476,ka.explore_time_series.v3.subtitle.text.title_filter_weighted,Unweighted Total Responses* (out of a possible: %{totals}): %{nums},შეუწონელი პასუხების ჯამური რაოდენობა* (%{totals} შესაძლებლიდან): %{nums}
477,ka.explore_data.chart_type_bar,View data using a bar chart,მონაცემთა სვეტოვანი დიაგრამით გამოსახვა
478,ka.explore_data.chart_type_pie,View data using a pie chart,მონაცემთა წრიული დიაგრამით გამოსახვა
479,ka.explore_data.v1.hover_region,Hover over a Region,მიიტანეთ კურსორი რეგიონზე
480,ka.explore_data.v1.na,N/A,არ არის ხელმისაწვდომი
481,ka.explore_data.v1.percent,Percent,პროცენტი
482,ka.explore_data.v1.title_group,<span class='group-highlight'>%{text}</span> ,<span class='group-highlight'>%{text}</span> 
483,ka.explore_data.v1.title_subgroup,<span class='subgroup-highlight'>%{text}</span> ,<span class='subgroup-highlight'>%{text}</span> 
484,ka.explore_data.v1.comparative.html.title,'<span class='code-highlight'>%{question_code}</span> - %{group}%{variable}' <br /> <span class='title-highlight'>broken down by:</span> <br /> '<span class='code-highlight'>%{broken_down_by_code}</span> - %{group2}%{broken_down_by}','<span class='code-highlight'>%{question_code}</span> - %{variable}' <br /> <span class='title-highlight'>ჩაშლილია:</span> <br /> '<span class='code-highlight'>%{broken_down_by_code}</span> - %{broken_down_by}'
485,ka.explore_data.v1.comparative.html.title_filter,<br /> <span class='title-highlight'>filtered by:</span> <br /> '<span class='code-highlight'>%{code}</span> - %{group}%{variable}',<br /> <span class='title-highlight'>გაფილტრულია:</span> <br /> '<span class='code-highlight'>%{code}</span> - %{variable}'
486,ka.explore_data.v1.comparative.html.title_filter_value,<br /> <span class='title-highlight'>filtered by:</span> <br /> '<span class='code-highlight'>%{code}</span> - %{group}%{variable} = <span class='code-highlight'>%{value}</span>',<br /> <span class='title-highlight'>გაფილტრულია:</span> <br /> '<span class='code-highlight'>%{code}</span> - %{variable} = <span class='code-highlight'>%{value}</span>'
487,ka.explore_data.v1.comparative.html.map.title,'<span class='code-highlight'>%{code}</span> - %{group}%{variable}' ,'<span class='code-highlight'>%{code}</span> - %{variable}' 
488,ka.explore_data.v1.comparative.html.map.title_broken_down_by,<br /> <span class='title-highlight'>broken down by:</span> <br /> '<span class='code-highlight'>%{code}</span> - %{group}%{broken_down_by} = <span class='code-highlight'>%{broken_down_by_answer}</span>' ,<br /> <span class='title-highlight'>ჩაშლილია:</span> <br /> '<span class='code-highlight'>%{code}</span> - %{broken_down_by} = <span class=”code-highlight”>%{broken_down_by_answer}</span>' 
489,ka.explore_data.v1.comparative.html.map.title_filter,<br /> <span class='title-highlight'>filtered by:</span> <br /> '<span class='code-highlight'>%{code}</span> - %{group}%{variable}',<br /> <span class='title-highlight'>გაფილტრულია:</span> <br /> '<span class='code-highlight'>%{code}</span> - %{variable}'
490,ka.explore_data.v1.comparative.html.map.title_filter_value,<br /> <span class='title-highlight'>filtered by:</span> <br /> '<span class='code-highlight'>%{code}</span> - %{group}%{variable} = <span class='code-highlight'>%{value}</span>',<br /> <span class='title-highlight'>გაფილტრულია:</span> <br /> '<span class='code-highlight'>%{code}</span> - %{variable} = <span class='code-highlight'>%{value}</span>'
491,ka.explore_data.v1.comparative.text.title,"'%{question_code} - %{group} %{variable}', broken down by: '%{broken_down_by_code} - %{group2} %{broken_down_by}'","'%{question_code} - %{variable}', ჩაშლილია: '%{broken_down_by_code} - %{broken_down_by}'"
492,ka.explore_data.v1.comparative.text.title_filter,", filtered by: '%{code} - %{group} %{variable}'",", გაფილტრულია: '%{code} - %{variable}'"
493,ka.explore_data.v1.comparative.text.title_filter_value,", filtered by: '%{code} - %{group} %{variable} = %{value}'",", გაფილტრულია: '%{code} - %{variable} = %{value}'"
494,ka.explore_data.v1.comparative.text.map.title,'%{code} - %{group} %{variable}' ,%{code} - %{variable}'
495,ka.explore_data.v1.comparative.text.map.title_broken_down_by,broken down by: '%{code} - %{group} %{broken_down_by} = %{broken_down_by_answer}',ჩაშლილია: '%{code} - %{broken_down_by} = %{broken_down_by_answer}'
496,ka.explore_data.v1.comparative.text.map.title_filter,", filtered by: '%{code} - %{group} %{variable}'",", გაფილტრულია: '%{code} - %{variable}'"
497,ka.explore_data.v1.comparative.text.map.title_filter_value,", filtered by: '%{code} - %{group} %{variable} = %{value}'",", გაფილტრულია: '%{code} - %{variable} = %{value}'"
498,ka.explore_data.v1.single.html.title,'<span class='code-highlight'>%{code}</span> - %{group}%{variable}','<span class='code-highlight'>%{code}</span> - %{variable}'
499,ka.explore_data.v1.single.html.title_filter,<br /> <span class='title-highlight'>filtered by:</span> <br /> '<span class='code-highlight'>%{code}</span> - %{group}%{variable}',<br /> <span class='title-highlight'>გაფილტრულია:</span> <br /> '<span class='code-highlight'>%{code}</span> - %{variable}'
500,ka.explore_data.v1.single.html.title_filter_value,<br /> <span class='title-highlight'>filtered by:</span> <br /> '<span class='code-highlight'>%{code}</span> - %{group}%{variable} = <span class='code-highlight'>%{value}</span>',<br /> <span class='title-highlight'>გაფილტრულია:</span> <br /> '<span class='code-highlight'>%{code}</span> - %{variable} = <span class='code-highlight'>%{value}</span>'
501,ka.explore_data.v1.single.text.title,'%{code} - %{group} %{variable}' ,'%{code} - %{variable}'
502,ka.explore_data.v1.single.text.title_filter,", filtered by: '%{code} - %{group} %{variable}'",", გაფილტრულია: '%{code} - %{variable}'"
503,ka.explore_data.v1.single.text.title_filter_value,", filtered by: '%{code} - %{group} %{variable} = %{value}'",", გაფილტრულია: '%{code} - %{variable} = %{value}'"
504,ka.explore_data.v1.subtitle.html.title,Total Responses: <span class='number'>%{num}</span>,მთლიანი გამოხმაურება: <span class='number'>%{num}</span>
505,ka.explore_data.v1.subtitle.html.title_filter,Total Responses Filtered by Answers to '<span class='number'>%{code}</span> - %{variable}': %{nums},პასუხების მიერ გაფილტრული მთლიანი გამოხმაურებები %{code} - %{variable}: %{nums}
506,ka.explore_data.v1.subtitle.text.title,Total Responses: %{num},მთლიანი პასუხები: %{num}
507,ka.explore_data.v1.subtitle.text.title_filter,Total Responses Filtered by Answers to '%{code} - %{variable}': %{nums},პასუხების მიერ გაფილტრული მთლიანი გამოხმაურებები %{code} - %{variable}: %{nums}
508,ka.explore_data.v2.hover_region,Hover over a Region,მიიტანეთ კურსორი რეგიონზე
509,ka.explore_data.v2.na,N/A,არ არის ხელმისაწვდომი
510,ka.explore_data.v2.percent,Percent,პროცენტი
511,ka.explore_data.v2.group.html.title,<span class='group-highlight'>%{text}</span> ,<span class='group-highlight'>%{text}</span>
512,ka.explore_data.v2.group.text.title,%{text},%{text}
513,ka.explore_data.v2.subgroup.html.title,<span class='subgroup-highlight'>%{text}</span> ,<span class='subgroup-highlight'>%{text}</span>
514,ka.explore_data.v2.subgroup.text.title,%{text},%{text}
515,ka.explore_data.v2.comparative.html.title,'<span class='code-highlight'>%{question_code}</span> - %{group}%{variable}' <br /> <span class='title-highlight'>broken down by:</span> <br /> '<span class='code-highlight'>%{broken_down_by_code}</span> - %{group2}%{broken_down_by}',<span class='code-highlight'>%{question_code}</span> - %{variable}' <br /> <span class='title-highlight'>ჩაშლილია:</span> <br /> '<span class='code-highlight'>%{broken_down_by_code}</span> - %{broken_down_by}'
516,ka.explore_data.v2.comparative.html.title_filter,<br /> <span class='title-highlight'>filtered by:</span> <br /> '<span class='code-highlight'>%{code}</span> - %{group}%{variable}',<br /> <span class='title-highlight'>გაფილტრულია:</span> <br /> '<span class='code-highlight'>%{code}</span> - %{variable}'-ის მიხედვით
517,ka.explore_data.v2.comparative.html.title_filter_value,<br /> <span class='title-highlight'>filtered by:</span> <br /> '<span class='code-highlight'>%{code}</span> - %{group}%{variable} = <span class='code-highlight'>%{value}</span>',<br /> <span class='title-highlight'>გაფილტრულია:</span> <br /> '<span class='code-highlight'>%{code}</span> - %{variable} = <span class='code-highlight'>%{value}</span>'-ის მიხედვით
518,ka.explore_data.v2.comparative.html.map.title,'<span class='code-highlight'>%{code}</span> - %{group}%{variable}' ,<span class='code-highlight'>%{code}</span> - %{variable}'
